system:index,avg_rad,.geo
129_0,0.6766667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.4940359339903,24.584643538141005]}"
130_0,1.4291667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.71050704605385,21.0228234366071]}"
131_0,0.865,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.11812135345062,16.086580950370333]}"
132_0,0.33166668,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.3042705774476,11.617462411875712]}"
133_0,0.31416667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.54856659190959,10.723638704176789]}"
134_0,0.24249999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.48866891369484,12.048653748253082]}"
135_0,0.695,"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.13021824392189,24.153452201763635]}"
136_0,0.26749998,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.61431869642529,16.760317413459973]}"
137_0,0.35666665,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.14693605677022,23.587513572768337]}"
138_0,0.45749998,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.1073873128597,32.584141143225345]}"
139_0,2.0075,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.23041076396557,30.00597627780232]}"
140_0,0.475,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.94731210351145,37.52038362946212]}"
141_0,0.22916667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.63502569077855,12.039670595411888]}"
142_0,0.3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.13221283467436,19.302549667518218]}"
143_0,0.28083333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.6621044952586,8.720395620590255]}"
144_0,0.4425,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.2956604735656,37.03529337603757]}"
145_0,0.41583332,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.41506779212573,34.78950516573877]}"
146_0,0.32583332,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.76028743563963,20.946466637456943]}"
147_0,0.41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.45661112678872,32.54820853186057]}"
148_0,0.31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.12186683195281,6.218587554317388]}"
149_0,0.25333333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.69740536575125,13.57578973125627]}"
150_0,0.43583333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.90202329034628,34.58738422681188]}"
151_0,0.49666667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.34769414581676,25.842284935908335]}"
152_0,0.3375,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.30439992340405,7.215717519690057]}"
153_0,0.76166666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.81057022014106,25.244905271968854]}"
154_0,0.2575,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.10826275673456,11.891448573532166]}"
155_0,0.4883333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.19073267409858,35.56205631008156]}"
156_0,0.33083335,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.60257986600304,9.380657354418103]}"
157_0,0.43083334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.33010088909357,21.38664112667551]}"
158_0,0.42166668,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.17114482662294,37.85725186100694]}"
159_0,0.31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.16702629916153,11.127880582030572]}"
160_0,0.3375,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.49628921665568,19.419330654453756]}"
161_0,0.46333334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.87594927569755,30.688695893733154]}"
162_0,0.46416667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.795473949086,18.821950990514274]}"
163_0,0.24499999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.92897274886987,13.113157359934716]}"
164_0,0.27166668,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.51000764892022,10.310413673481808]}"
165_0,0.26333335,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.6534943913766,9.784899232271888]}"
166_0,0.205,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.81618094343926,11.352459403060454]}"
167_0,0.26666665,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.62043181463915,7.664875161749817]}"
