system:index,avg_rad,.geo
0_0,0.11185451,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.63016106539875,9.775916079430694]}"
1_0,0.19490455,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.63452329586289,22.204108035224273]}"
2_0,0.04161292,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.29840116223647,16.922014164601485]}"
3_0,0.49014622,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.12872604808508,8.886583948152367]}"
4_0,0.3379176,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.2149414439513,32.31464655798949]}"
5_0,0.1136343,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.3666502524203,30.5988643653212]}"
6_0,0.044802096,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.94345226796298,21.745967240323317]}"
7_0,0.17058828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.10913820060944,31.178277723578294]}"
8_0,0.1600793,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.9041472270552,17.79787156661802]}"
9_0,0.14515723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91238428197799,22.648774100863438]}"
10_0,0.25465778,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.86172844851735,36.81520613142829]}"
11_0,0.11709232,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.05311534685333,18.673728968634553]}"
12_0,0.0124137495,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.03166225458166,18.56593113454021]}"
13_0,1.0480975,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.72161413560397,25.334736800380806]}"
14_0,0.17500336,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.08368093792265,35.683328873437695]}"
15_0,0.011185717,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.2347729944297,11.725260245970055]}"
16_0,0.008797202,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.82991436461397,18.81296783767308]}"
17_0,0.1091599,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.20396370035765,26.73161706718666]}"
18_0,0.068865925,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.41892762767421,28.81570852634395]}"
19_0,0.25815085,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.57014903013771,36.051638139926695]}"
20_0,0.10396715,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.48930065456696,17.654141121158897]}"
21_0,0.11577516,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.40944207991735,32.2876970994659]}"
22_0,-0.00964605,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.79560329504245,6.245537012840973]}"
23_0,0.19766526,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.40757683512135,20.807227768418418]}"
24_0,0.3083651,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.43665023035385,32.63354848385192]}"
25_0,0.1545626,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.14294687526528,32.74134631794626]}"
26_0,0.28301373,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.31662615983178,26.938229582534152]}"
27_0,0.15298156,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.70389153292433,27.971292159271602]}"
28_0,-0.03817296,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.09016710509572,6.3443516940941205]}"
29_0,0.14524162,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.21281750724238,20.699429934324076]}"
30_0,0.10911618,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.18549499975958,25.59075665635487]}"
31_0,0.1736417,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.29092519414226,33.001857750340925]}"
32_0,0.011186691,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.09628022330958,16.20336193730587]}"
33_0,0.12022318,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.47058825096616,24.153452201763635]}"
34_0,0.25006276,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.53982714207113,27.099926333675665]}"
35_0,0.18615246,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.39197816915062,36.213334891068214]}"
36_0,0.057145704,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.61381630150963,16.16293774952049]}"
37_0,0.09647354,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.17414420720672,22.729622476434194]}"
38_0,0.032122556,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.79223086549946,13.342227757385194]}"
39_0,0.011167502,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.48143664860338,14.200118853719337]}"
40_0,0.10675078,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.86135539955816,24.589135114561604]}"
41_0,-0.022327388,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.48130730264691,8.50479995240157]}"
42_0,0.027676705,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.89304013750508,12.340606215591928]}"
43_0,0.021963038,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.46846431425723,7.642417279646829]}"
44_0,0.17774984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.69004375470332,34.537976886185305]}"
45_0,0.01307951,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.52435782205688,13.831809587230333]}"
46_0,0.1462651,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.16290777170015,32.606599025328336]}"
47_0,0.28479093,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.95143063097285,27.42781141237929]}"
48_0,0.2451585,"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.0689577158268,36.074096022029686]}"
49_0,0.035962716,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.25074470935962,15.965308387014197]}"
50_0,0.03386767,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.287796467602,7.395380576513961]}"
51_0,0.022323571,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.59996852328864,7.24715855463424]}"
52_0,0.13582098,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.30302208461353,19.22619286836806]}"
53_0,0.16686505,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.44363879244258,36.95444500046682]}"
54_0,0.14280051,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.2198060693311,32.8581273048818]}"
55_0,0.024696428,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.47893966293525,20.304171209311484]}"
56_0,-0.025185317,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.45323869724572,7.633434126805634]}"
57_0,0.045575418,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.167155645118,8.199372755800933]}"
58_0,0.8607081,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.81705638731412,22.446653161936545]}"
59_0,0.13665225,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.45985421037524,15.79013690661089]}"
60_0,0.14343241,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.9224865816968,32.27422237020411]}"
61_0,0.29123238,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.04400284805568,27.18077470924642]}"
62_0,0.029877486,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.83153590640724,8.37454423620424]}"
63_0,0.1472225,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.24537768906417,33.85525727025447]}"
64_0,0.03672171,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.69429162812118,9.569303564083203]}"
65_0,0.11506164,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.75130428279843,24.18489323670782]}"
66_0,1.5645468,"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.59285061524345,25.5368577393077]}"
67_0,0.14465916,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.15492940869026,32.95694198613494]}"
68_0,0.04325337,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.63215565615123,6.497065292394439]}"
69_0,0.1299563,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.54694505011632,33.83279938815148]}"
70_0,0.8259007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.46035660529091,23.367426328159056]}"
71_0,0.2531203,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.53708645340026,36.24926750243299]}"
72_0,0.18021244,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.39123207123221,36.67147568596917]}"
73_0,0.22888207,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.23240535471804,21.57079575992001]}"
74_0,0.025349988,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.15392461885895,16.715401649253998]}"
75_0,0.17323966,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.8428866989601,12.812221739754676]}"
76_0,-6.033141E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.24824772369149,10.09930958171372]}"
77_0,0.07355614,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.59409910807751,29.19749252209475]}"
78_0,0.12505278,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.59547694686803,14.429189251169815]}"
79_0,0.79984325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.76602750489428,26.0938132154618]}"
80_0,1.1099483,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.86372303926983,9.569303564083203]}"
81_0,0.09615489,"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.57650585135433,29.956568937175746]}"
82_0,0.12477704,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.09752871614364,31.65438482416164]}"
83_0,0.026311446,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.76403291414182,9.281842673164956]}"
84_0,0.27465972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.24014001472517,23.335985293214872]}"
85_0,0.01512802,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.72510092219325,6.546472633021013]}"
86_0,0.07692138,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.81655399239847,21.728000934640928]}"
87_0,0.02167178,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.86709546881282,20.977907672401127]}"
88_0,0.10527245,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.31176153445199,23.794126088115828]}"
89_0,0.12353072,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.81768812818625,30.163181452523233]}"
90_0,0.09271176,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.9269781581174,17.357697077399454]}"
91_0,0.6974221,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.84562738763098,23.18776327133515]}"
92_0,0.17832096,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.3001520499862,34.42119589924977]}"
93_0,-0.010002148,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.1772579448368,6.892324017407029]}"
94_0,0.02131812,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.61743243405536,7.094444956333922]}"
95_0,-0.00730012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.94993843513605,13.158073124140692]}"
96_0,0.02181972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.86871701060609,7.058512344969141]}"
97_0,0.08872596,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.15142763319082,22.401737397730567]}"
