system:index,avg_rad,.geo
56_0,0.2425,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.55330187133293,32.79524523499343]}"
57_0,0.16583334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.87607862165402,14.47859659179639]}"
58_0,0.26166666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.56590115671986,30.15419829968204]}"
59_0,0.255,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.784998600408,34.82543777710355]}"
60_0,0.48166665,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.87719776853162,13.98901476195125]}"
61_0,0.2375,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.19934277798059,19.356448584565392]}"
62_0,0.8333333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.36191497299696,32.808719964255225]}"
63_0,0.6625,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.95355456768178,17.37117180666125]}"
64_0,0.06583333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.69078985262173,13.768927517341966]}"
65_0,0.12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.73658106070258,9.663626668915754]}"
66_0,0.30916667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.45411414112058,29.853262679502]}"
67_0,0.25916666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.8194240270258,37.04876810529937]}"
68_0,0.11666667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.57113883105886,17.820329448721008]}"
69_0,0.15333334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.82965567270105,12.659508141454356]}"
70_0,0.23666666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.55380426624859,11.895940149952764]}"
71_0,0.06583333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.44088311486153,12.331623062750731]}"
72_0,0.32583332,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.25348539803049,30.122757264737857]}"
73_0,0.26583335,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.84899981717398,11.52763088346376]}"
74_0,0.09583333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.94393967396847,11.92288960847635]}"
75_0,0.23166667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.98699019337843,32.337104440092475]}"
76_0,0.58916664,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.28805515951493,22.43317843267475]}"
77_0,0.76,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.75504976130063,23.138355930708578]}"
78_0,2.0891666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.2769480699648,27.23916520271419]}"
79_0,0.13333334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.48754976681724,15.318521382448141]}"
80_0,0.825,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.32797695238465,27.14933367430224]}"
81_0,0.13166666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.30302208461353,10.198124262966868]}"
82_0,0.375,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.62816647464628,32.63354848385192]}"
83_0,0.13416667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.23689693113863,18.06736615185388]}"
84_0,0.81083333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.84201125508524,25.285329459754234]}"
85_0,0.123333335,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.71175553888791,11.99924640762651]}"
86_0,0.165,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.25959851624437,26.21059420239734]}"
87_0,0.12416667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.19023027918293,7.8849624063591]}"
88_0,0.055833332,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.22204436308631,6.133247602326033]}"
